uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
86176,26,48,56,8,19,47,4,6,13
15531,15,39,44,19,26,44,0,2,10
55326,21,28,55,2,4,7,5,21,40
14476,9,9,31,2,6,15,7,22,24
76655,24,34,51,14,14,31,5,9,11
00934,12,31,51,15,32,34,4,20,24
14532,8,17,21,2,12,16,5,20,21
95275,20,47,55,7,33,33,28,34,35
86338,4,13,18,7,9,17,20,42,51
43985,16,21,38,9,13,20,9,28,38
34406,1,15,24,1,9,16,9,14,33
81964,3,23,36,16,22,35,9,19,36
95475,3,26,34,10,13,31,8,16,35
89461,4,24,27,9,20,36,20,39,48
04849,6,13,23,12,12,17,3,27,50
25677,7,8,20,3,3,23,18,24,44
26200,23,26,36,17,27,51,11,20,23
76893,2,7,27,9,27,32,13,15,15
70349,20,41,44,6,29,45,6,11,30
52398,11,12,38,19,28,45,17,27,32
45808,3,11,15,4,14,18,2,18,31
17945,19,24,24,9,23,52,1,10,15
18996,26,27,27,14,16,21,3,12,13
45710,16,18,24,6,16,18,9,36,40
50159,3,6,21,8,12,17,3,13,32
51787,6,10,17,2,27,38,11,14,16
26799,17,28,37,14,42,47,26,43,52
37029,7,15,27,4,7,11,5,21,37
99442,5,12,31,6,11,13,23,40,51
53168,3,8,24,5,7,13,3,11,12
02474,5,10,20,5,9,13,8,10,16
34663,8,25,28,20,20,31,9,12,15
66382,28,37,47,0,8,10,4,16,30
51988,10,17,38,5,21,23,16,21,23
94480,2,27,35,8,13,26,2,8,9
33055,0,8,11,9,25,30,0,8,13
90090,2,7,8,7,11,15,12,32,56
98321,7,17,19,9,27,47,10,22,27
44241,3,12,15,1,11,18,19,20,40
59711,4,20,34,10,28,30,15,25,55
50877,17,39,59,10,27,28,20,35,35
05164,8,11,16,8,10,17,20,25,28
00105,2,3,6,4,9,26,18,18,31
12483,5,21,27,10,13,20,10,27,31
72211,20,29,32,15,42,53,8,25,36
27398,15,21,35,12,21,32,6,9,11
11319,15,36,43,7,13,13,9,37,51
89179,26,45,46,20,36,41,1,6,9
81858,29,33,37,10,18,31,16,23,29
21997,6,12,17,24,39,46,9,14,14
25733,5,9,18,9,17,20,9,35,45
91963,20,42,64,8,9,18,1,7,28
51446,17,26,32,9,20,20,7,25,29
21547,19,27,33,3,21,23,14,24,34
23173,8,24,35,0,24,42,9,13,19
22454,20,34,34,9,9,13,18,23,35
07778,9,13,19,9,12,16,15,16,38
11473,19,38,48,27,52,57,11,23,23
14903,3,4,15,16,38,42,10,24,34
43447,15,33,51,6,8,28,2,9,38
81898,24,45,72,14,25,34,0,0,15
09612,20,26,30,8,37,58,14,33,43
23934,5,7,18,4,4,28,18,19,39
02744,6,8,14,19,35,38,19,27,44
57433,5,5,21,5,7,11,0,8,12
18895,13,29,44,5,6,6,6,10,15
69364,6,22,26,6,19,28,16,25,48
45205,8,15,23,7,16,17,17,36,39
32379,4,14,20,10,11,30,8,9,16
53576,9,11,21,3,4,13,11,35,38
67612,2,5,25,1,4,6,2,4,18
11465,20,24,34,17,26,49,27,28,52
95665,7,11,28,1,11,26,18,23,43
07667,7,8,20,19,32,40,15,23,45
51782,0,4,15,12,18,19,1,17,23
30058,18,28,29,7,10,17,18,23,41
07033,8,18,22,20,27,45,13,35,61
72542,7,9,17,20,25,30,6,15,21
66079,4,8,16,11,24,40,0,7,23
40007,10,37,47,29,35,38,28,36,42
36287,3,6,25,5,12,22,6,15,17
79375,5,16,26,20,30,34,1,3,21
90305,17,28,51,19,33,51,20,42,42
39556,7,19,34,4,12,17,6,12,17
35304,20,24,41,5,7,17,8,24,35
47597,10,27,27,11,34,36,10,18,31
86454,3,7,12,12,14,43,2,27,50
07025,1,3,26,15,33,49,7,18,43
91082,0,1,10,2,18,19,23,31,47
95975,13,29,32,2,14,14,0,18,21
31523,4,13,23,30,43,44,21,27,33
76074,4,21,21,2,27,38,1,10,23
92003,1,9,20,27,45,48,18,19,23
15974,27,36,38,2,12,22,5,12,34
05255,15,15,31,18,26,40,7,17,21
29452,3,24,46,1,6,12,0,11,24
97682,8,12,22,7,13,18,25,26,29
31950,10,17,26,2,8,14,6,20,28
43125,14,15,20,20,33,37,13,28,46
59243,7,13,20,10,17,32,18,44,61
06501,29,34,43,3,5,15,9,15,32
88533,19,22,37,1,11,34,12,13,33
56500,14,35,35,20,47,68,3,23,30
25482,18,19,28,4,12,19,6,17,28
18049,20,28,28,13,13,27,20,21,22
11855,9,16,30,11,25,38,2,32,48
35543,6,27,30,3,6,33,4,10,10
73516,28,32,49,3,12,15,6,13,19
46924,12,22,38,20,37,40,9,20,20
77152,10,11,15,4,7,25,11,11,17
79666,1,9,20,6,34,44,8,23,32
67505,5,11,31,4,28,31,7,20,24
76670,14,17,22,8,15,27,11,21,35
81595,7,17,39,17,24,25,10,10,24
46992,1,26,46,13,21,32,7,12,22
66317,4,15,44,9,9,37,30,56,58
45875,3,29,40,16,27,39,10,15,41
67337,0,0,3,1,3,4,5,5,10
52557,3,30,36,14,19,32,1,22,30
00460,6,21,38,4,24,35,2,4,19
34278,1,7,11,13,18,26,2,12,32
71208,12,38,51,5,15,20,21,22,24
06147,4,34,60,9,18,40,1,28,35
02610,2,3,15,14,17,17,3,31,32
90121,12,21,34,3,14,25,5,7,29
54691,1,9,16,7,8,25,6,10,25
19761,5,13,40,4,10,14,8,26,36
76814,2,13,16,29,35,54,20,21,44
46273,18,20,24,6,9,17,15,25,38
11616,12,18,18,13,23,30,13,21,24
35501,5,5,14,5,6,15,5,10,15
78441,16,26,52,24,35,43,0,10,36
61389,6,12,30,5,8,17,19,22,32
40330,10,17,20,15,29,45,20,22,34
89400,19,22,27,5,11,17,14,14,24
17108,2,12,23,0,9,19,1,17,25
28240,20,22,48,15,24,37,4,9,29
94089,15,42,70,7,14,25,4,15,32
26675,13,20,29,14,23,28,0,20,23
27675,0,9,12,17,23,39,9,17,23
03806,20,28,38,20,21,23,4,13,17
06460,5,25,36,6,13,16,18,22,40
24808,7,14,18,3,13,21,26,34,50
89325,7,18,33,10,17,17,0,13,15
02579,12,22,43,18,19,38,5,11,36
02349,20,37,58,10,23,23,10,10,17
95463,1,2,8,27,47,57,0,6,9
35867,1,11,13,6,12,28,0,4,6
65529,1,4,8,25,26,36,17,21,37
57560,1,22,26,3,5,6,2,10,31
89900,0,10,28,6,6,8,10,18,24
06695,24,44,74,5,35,48,7,14,16
46321,4,17,21,0,3,16,9,9,16
96294,6,22,24,7,19,35,9,12,14
65732,3,21,21,4,11,22,5,25,28
03231,17,44,58,13,21,28,3,6,9
72352,7,9,17,4,20,41,30,59,86
72771,4,14,23,14,21,25,8,27,41
86092,16,25,52,5,17,39,2,7,16
90936,5,30,50,0,7,8,6,7,24
31629,1,5,7,1,8,27,8,13,27
55732,2,4,33,13,35,36,5,5,16
51407,7,21,29,7,23,37,7,19,38
68016,28,37,50,7,11,16,13,36,36
77236,2,7,9,6,22,34,7,26,26
04294,14,24,31,10,17,36,16,22,32
27326,10,12,18,9,34,39,7,7,8
16837,3,24,29,7,26,38,19,20,21
80817,6,27,39,4,27,31,5,18,22
24867,0,15,18,13,13,13,4,27,38
20914,28,46,55,6,17,31,4,8,18
98844,17,27,32,6,10,20,0,9,10
20518,15,32,50,30,30,36,20,37,40
39472,2,8,28,10,13,27,3,10,17
84537,0,23,36,16,18,18,16,23,28
04023,22,24,34,2,8,11,2,10,14
81863,7,16,40,5,30,33,15,33,35
55346,11,36,46,23,47,57,3,7,15
74670,12,29,31,0,28,38,28,38,53
14065,13,21,32,6,13,15,21,29,39
12009,3,25,27,7,15,20,11,11,13
44138,25,31,35,0,18,22,11,11,23
39840,6,7,10,5,11,23,4,23,31
68280,0,13,23,11,20,20,8,13,20
47124,0,4,6,6,20,37,10,10,13
09526,24,28,40,4,5,34,10,33,51
91029,8,12,19,17,25,30,5,27,52
58889,3,6,16,30,48,78,3,17,17
65952,5,6,7,5,12,13,15,25,27
31438,19,43,68,19,30,38,20,27,33
61970,20,27,49,3,21,31,19,28,46
38913,9,14,19,1,22,30,17,17,26
47260,13,18,25,3,21,40,5,26,27
10879,15,16,33,18,37,56,7,7,23
32572,2,4,22,5,19,30,4,14,15
93056,11,25,27,2,8,27,11,15,30
94470,10,10,19,15,19,26,2,16,29
79868,0,3,14,10,10,10,30,36,60
80085,25,48,57,5,16,21,1,7,12
62779,14,35,43,9,16,22,7,13,23
90122,6,10,15,25,35,44,2,13,27
07061,0,1,24,8,15,23,3,26,27
92801,17,40,57,7,13,17,4,7,12
52823,26,53,67,10,21,43,10,14,17
57479,28,31,39,19,24,38,28,30,42
25777,19,19,22,7,13,26,1,6,9
44314,20,32,50,18,32,41,5,24,42
01076,1,18,33,2,8,16,18,18,21
01827,15,16,30,20,24,29,23,40,47
64161,10,26,45,8,10,30,14,23,25
97955,2,8,8,4,29,48,11,21,40
41214,18,20,27,9,13,14,6,10,16
18097,10,14,24,17,18,31,16,31,36
74883,4,16,19,3,13,19,27,37,57
95545,11,29,47,14,29,39,1,13,27
34577,10,24,39,18,18,33,17,36,42
89355,3,11,36,3,16,28,7,24,45
62502,9,10,11,8,8,10,26,32,59
17480,0,1,4,22,35,43,7,9,15
85649,7,36,55,29,36,57,10,26,29
04637,1,16,17,7,8,10,1,2,2
42644,7,10,26,1,10,20,6,14,14
48822,24,27,28,1,23,24,16,21,25
28018,24,42,51,19,21,22,0,0,4
01447,9,27,29,6,11,11,26,31,51
78458,5,11,21,3,13,23,1,4,14
54901,12,13,16,14,16,35,15,25,48
21701,2,29,31,0,20,20,19,34,35
51980,3,14,35,1,3,28,20,27,49
06516,7,33,41,8,12,30,13,20,27
77409,9,17,32,5,10,20,10,10,10
83755,2,6,11,4,14,30,1,8,22
67749,11,18,28,2,7,19,9,38,41
27187,0,20,23,25,28,37,26,35,36
49172,3,13,35,24,38,68,7,9,13
16873,6,19,20,21,44,60,10,26,27
88760,5,9,16,14,17,27,5,8,11
24398,7,8,23,2,9,35,0,15,26
74743,11,15,24,4,7,27,30,40,65
85938,10,17,19,7,26,41,13,35,47
25974,6,16,22,16,22,46,1,3,17
75022,12,13,31,5,22,23,4,7,26
09011,7,14,18,3,8,20,3,8,30
58444,16,21,38,3,13,18,18,26,42
96269,16,41,49,1,1,10,2,27,38
30458,3,11,31,10,16,30,5,6,20
25204,7,27,51,9,13,25,5,9,23
14202,4,30,39,2,12,14,8,15,33
03350,8,13,27,9,32,41,4,20,27
70423,7,34,37,8,11,12,3,7,8
30355,7,17,36,23,23,35,8,15,19
90985,4,7,15,0,28,28,14,40,50
97503,1,8,8,19,26,41,12,38,42
89971,6,13,24,10,29,49,11,15,16
06676,16,28,35,3,7,17,14,15,42
57174,12,21,34,2,10,25,17,21,48
97546,15,19,44,4,7,13,18,35,53
71691,6,8,18,25,53,61,16,17,35
57440,6,7,17,7,27,37,20,34,39
36505,6,8,15,4,9,14,1,17,33
91306,16,34,36,29,39,52,10,30,33
77310,7,22,30,4,15,15,0,18,19
22110,29,56,57,0,0,17,9,33,41
91003,8,17,24,13,17,36,5,20,22
91594,18,43,45,5,6,15,6,20,22
37616,2,6,34,2,15,28,1,19,28
87641,12,16,36,9,11,23,20,46,53
41805,14,27,28,10,16,31,2,9,12
29569,15,37,49,6,7,15,24,25,35
36486,5,5,14,1,3,4,1,18,21
52400,3,5,9,7,37,39,10,12,35
99557,5,19,21,5,21,29,1,10,11
14130,16,20,23,7,7,11,4,6,6
40120,8,18,25,1,19,25,5,10,20
52664,0,7,15,9,17,32,7,14,15
94520,6,9,19,23,35,45,0,23,44
97950,19,31,34,22,27,53,7,28,41
61578,20,39,41,1,9,25,7,19,42
44528,15,37,65,5,18,18,17,25,33
33437,3,21,43,7,10,22,2,22,41
68373,0,4,7,23,26,34,4,17,17
59398,11,24,24,9,17,24,19,36,36
23562,27,27,29,4,7,18,10,15,35
38566,20,26,39,15,33,34,0,23,32
48383,8,12,23,10,16,25,15,16,40
79919,16,20,32,4,5,6,3,10,20
03096,3,16,16,6,6,36,27,51,55
28626,12,26,32,3,30,40,10,29,48
74813,1,15,27,8,17,25,7,12,12
26824,24,33,37,0,16,22,6,19,27
76119,13,38,65,15,16,22,7,14,25
85735,3,21,26,6,11,23,12,15,23
43015,19,23,31,7,13,20,4,12,41
07802,13,21,22,10,13,15,4,13,14
89339,8,15,23,5,23,37,6,21,28
79594,16,19,38,8,11,38,5,29,36
97100,8,35,59,0,5,7,4,5,7
10094,3,3,10,0,6,24,7,35,35
87838,18,29,34,17,43,46,5,5,7
16929,4,19,28,18,18,18,19,29,48
76408,9,32,35,1,4,30,9,23,26
84028,30,34,40,8,24,32,22,32,42
18282,15,24,52,11,34,35,23,29,38
28183,20,34,55,18,36,62,19,49,59
51402,7,13,20,2,7,12,7,12,37
08812,5,11,17,7,20,27,13,18,22
21037,2,31,37,12,39,65,28,48,72
03779,0,13,43,4,20,33,9,24,33
66987,8,8,16,15,21,26,16,31,33
47299,3,11,15,19,25,32,8,14,32
88114,15,19,23,19,27,28,13,16,16
79709,6,21,26,20,33,46,5,14,15
79925,15,42,61,4,24,29,27,40,41
03576,19,27,30,0,19,32,14,16,19
63332,28,39,69,12,20,47,9,24,46
00215,1,15,22,2,4,9,13,25,40
94358,1,2,7,5,9,19,13,40,46
08743,4,14,36,9,15,22,12,25,28
07714,0,7,10,4,14,19,24,26,33
14885,2,15,43,26,28,34,2,11,16
87886,0,2,4,0,4,21,16,16,20
06448,1,6,9,9,30,57,18,26,35
60155,10,20,33,0,14,33,2,10,11
80751,3,22,37,26,46,57,7,21,23
13888,19,37,53,3,6,25,5,22,42
48460,18,28,31,0,9,20,8,28,35
53744,1,31,31,15,21,32,0,26,45
80550,17,36,37,4,22,25,8,12,42
28310,15,32,51,20,31,45,16,31,44
96897,4,28,39,9,10,14,19,26,32
49086,1,1,28,10,11,29,9,19,20
08308,6,29,38,18,33,46,7,15,26
35810,8,11,21,17,45,54,9,9,18
19506,22,44,48,5,16,30,2,13,38
85156,16,37,38,10,28,32,7,14,32
35811,17,21,26,1,2,17,19,32,37
48294,25,33,38,7,7,23,14,17,19
83858,8,28,41,19,27,43,11,21,23
40802,4,14,32,10,10,17,2,14,26
00793,16,21,32,7,18,23,7,11,18
40620,19,45,62,1,27,36,2,8,13
88442,1,12,30,2,21,22,21,24,25
42528,6,12,40,21,24,28,4,6,10
36256,8,15,20,3,18,18,5,33,52
25229,13,14,24,9,36,58,18,46,52
16219,10,19,22,20,20,24,3,12,14
19917,2,13,41,11,20,22,13,38,47
20057,2,15,17,2,30,34,3,3,5
16105,2,23,28,6,10,11,18,43,43
89260,10,25,31,6,26,50,16,30,32
52125,11,14,33,8,12,16,15,33,52
15521,0,4,12,3,7,9,1,7,23
44919,1,31,39,17,24,40,0,5,6
04911,10,13,20,23,23,29,10,12,22
35246,10,18,26,9,21,30,5,5,10
37417,4,13,20,14,20,37,6,13,31
83923,14,22,32,5,10,12,4,30,40
43888,5,22,23,2,10,18,18,19,23
18423,20,22,30,7,20,20,3,9,15
22794,7,10,32,8,11,20,14,31,42
90011,26,35,43,18,44,58,8,19,38
59819,20,23,30,6,16,16,25,37,44
43036,7,12,16,17,25,47,11,12,32
11458,10,14,31,19,32,36,10,20,20
60055,16,21,25,6,9,28,9,12,22
24742,7,21,41,9,10,25,1,25,34
73757,4,12,18,25,34,36,2,29,39
54189,5,23,32,9,39,47,1,10,16
64930,29,45,52,9,18,19,10,30,30
28122,16,18,34,1,9,26,10,14,16
99575,7,15,19,5,11,30,8,32,41
52172,4,11,24,19,37,41,0,3,9
64959,21,35,41,20,30,59,4,9,25
90945,1,7,19,1,2,22,3,11,12
77390,20,40,57,18,29,46,28,35,65
86682,26,33,43,1,13,15,29,39,49
72724,19,43,58,19,44,62,3,3,7
29859,10,28,55,15,23,25,11,17,32
39442,9,12,12,7,8,9,30,46,54
19020,3,7,29,12,41,43,10,11,20
24787,1,8,11,0,17,20,1,9,19
81537,10,25,25,15,25,49,8,29,37
54155,29,36,44,9,16,19,10,20,24
26456,15,35,40,6,13,21,9,25,32
06848,0,3,11,2,29,52,9,18,24
82668,22,23,31,3,11,15,8,17,28
57568,1,8,15,2,8,11,3,18,38
70436,13,33,42,20,25,40,11,13,36
60212,18,19,32,1,2,11,22,24,25
36911,0,2,14,12,42,57,9,25,38
17687,3,11,27,14,35,45,25,45,45
61898,10,12,39,2,7,8,9,17,28
61508,0,1,1,0,8,12,30,37,46
81475,15,43,53,29,29,39,8,20,34
99805,12,27,27,6,16,16,3,6,19
36277,1,10,27,10,14,33,4,9,19
92538,10,13,15,0,4,11,9,39,58
87545,7,23,30,0,2,16,14,17,27
90308,16,30,35,4,7,20,13,16,39
47748,0,22,34,4,17,33,8,21,32
28558,14,20,27,8,31,35,9,18,21
48924,21,22,32,17,31,39,6,34,41
47703,14,18,28,10,28,53,3,8,13
26324,5,24,32,24,37,45,6,24,47
98134,1,2,16,5,8,18,5,7,13
95760,11,14,28,5,6,16,6,8,19
81775,3,5,14,19,22,27,6,15,37
13201,13,16,24,11,11,14,11,19,22
18251,7,9,35,2,2,22,6,9,10
87511,5,26,35,6,30,39,29,51,64
18011,9,12,23,2,21,37,18,19,24
44470,2,15,25,7,17,25,8,36,41
30676,8,16,25,7,12,12,10,12,14
66460,0,10,11,9,35,65,26,30,30
65330,17,29,51,9,11,20,5,6,23
77345,2,12,29,4,7,28,3,13,28
67364,4,4,18,22,32,33,7,15,19
73897,7,29,52,1,11,23,4,13,36
15245,3,12,18,3,23,31,11,27,47
91327,7,13,36,12,17,32,19,25,30
91943,0,18,38,23,37,44,17,25,40
12211,4,23,41,4,13,33,18,19,32
13639,11,20,21,3,9,19,14,14,43
37964,12,21,29,6,13,34,0,10,17
56147,10,25,25,9,21,29,29,34,40
00282,11,36,44,6,18,38,1,8,17
78679,2,2,25,10,11,39,3,13,26
43629,11,30,54,0,7,36,1,9,17
68073,0,26,28,3,15,20,18,21,22
91050,5,15,18,16,23,23,4,14,22
73025,1,10,24,8,9,32,18,29,35
41534,15,19,40,8,24,29,4,10,10
22806,4,28,45,0,9,12,13,31,39
04083,7,22,25,14,30,35,0,3,6
07010,20,28,44,8,8,12,9,12,13
31027,18,23,29,18,25,35,8,19,27
71570,10,24,30,3,10,31,28,34,52
96875,3,7,25,1,5,12,0,5,12
89834,9,12,21,8,17,43,26,43,62
22850,15,32,35,7,10,27,2,10,20
45791,2,10,11,6,8,36,22,36,54
61246,28,38,53,2,15,28,13,21,25
59210,23,37,40,1,14,20,6,13,15
46969,10,13,31,11,13,14,0,3,6
62966,4,6,16,2,28,38,6,13,15
02591,0,5,25,10,23,27,10,17,37
22799,9,23,26,2,8,11,8,8,25
11852,17,32,32,6,11,17,0,14,22
55050,5,9,17,8,18,33,21,21,40
97657,2,2,13,7,14,19,1,9,18
51259,5,12,13,17,18,27,20,25,49
82413,17,21,27,3,6,25,30,40,54
15187,4,16,41,16,25,29,3,20,36
92715,9,19,19,8,18,42,9,18,21
75680,8,24,32,4,7,26,5,24,24
53323,4,10,40,25,35,38,8,30,40
90706,2,4,9,2,24,41,1,20,24
54052,16,37,37,18,31,44,7,11,24
16666,7,23,35,7,11,30,9,28,28
79247,4,9,28,20,31,36,3,5,6
75544,7,14,27,16,32,55,9,19,26
82187,19,23,43,14,41,71,23,33,42
72611,17,19,25,1,5,25,21,39,49
34772,21,30,48,16,32,50,5,12,15
10063,2,20,29,6,9,29,6,16,33
28627,20,40,53,20,49,53,6,15,21
70388,2,11,13,20,22,25,24,32,42
02652,5,31,34,8,16,23,11,37,44
04258,24,33,49,7,37,43,1,5,25
61046,14,26,34,19,39,58,10,12,16
15343,4,11,31,21,31,32,6,13,13
24481,7,14,24,9,16,18,0,4,9
32995,5,12,29,19,35,38,14,16,20
56996,18,24,24,12,15,22,18,24,43
32721,12,16,21,1,5,17,0,12,21
70151,17,35,43,18,43,57,2,9,25
29928,0,10,20,1,2,29,5,13,25
42820,22,22,30,3,3,7,4,16,29
96013,4,15,18,11,18,22,10,20,29
65261,12,22,50,10,33,34,14,43,73
72909,18,38,56,2,22,34,16,19,20
24230,15,24,27,29,33,33,9,14,16
06162,12,26,38,1,18,28,14,26,36
40948,19,23,32,8,12,23,26,27,33
52966,13,17,46,26,26,50,2,12,29
47762,19,22,24,18,26,32,2,8,9
95727,2,8,17,8,16,19,22,22,23
78715,5,20,21,6,35,60,21,32,33
10395,12,14,21,15,19,40,1,6,7
11856,4,14,23,7,7,16,1,19,37
11397,21,22,22,5,9,18,4,10,18
27199,16,17,34,7,15,16,7,14,25
42458,7,32,36,5,5,13,0,2,16
78665,9,13,38,19,28,45,9,18,24
43191,10,15,29,25,44,48,6,15,29
27478,23,40,44,3,13,18,17,32,47
55929,17,32,40,9,26,44,8,10,23
29695,9,18,20,9,24,28,5,10,14
54238,13,17,22,0,10,23,6,16,26
42153,2,17,37,16,31,32,8,17,20
77085,4,12,22,27,32,35,24,38,48
19434,4,4,5,3,29,57,0,4,12
48201,16,21,25,29,33,41,12,23,25
70899,16,41,47,23,30,52,5,19,36
82663,23,26,27,3,30,36,7,9,16
19745,7,16,24,7,14,25,3,7,13
31635,3,29,29,4,4,5,18,24,38
69381,18,34,37,1,14,34,7,22,31
38560,6,11,19,7,25,39,3,30,36
24933,11,26,40,3,7,24,5,13,34
91830,6,11,17,10,18,24,11,17,23
35436,7,27,33,13,16,39,16,25,54
22522,13,13,23,0,0,0,4,4,16
88038,1,12,32,5,30,34,3,12,39
96270,5,11,26,1,2,6,14,29,29
25171,2,6,17,10,18,33,4,22,22
41116,6,31,49,8,23,30,2,3,11
70297,6,13,17,14,23,36,2,10,18
49047,4,13,21,30,40,46,0,5,15
81161,16,26,36,9,12,12,8,27,29
22037,10,14,33,1,23,40,14,15,18
34836,24,25,31,10,12,26,22,22,30
25320,4,4,22,12,23,43,8,20,27
29181,9,30,38,0,0,8,23,27,39
87317,2,29,33,12,12,18,18,23,43
51342,21,21,30,4,13,14,2,9,11
76656,28,29,41,5,11,41,10,13,22
76761,11,13,20,12,17,17,12,20,36
53730,18,20,23,27,40,51,1,9,20
09770,26,27,55,13,38,61,10,12,19
44735,5,6,7,1,13,22,24,26,29
52121,30,38,62,3,3,18,2,19,26
35264,8,9,17,6,22,26,11,11,18
64526,12,30,32,3,31,44,9,29,52
41675,17,17,26,3,7,8,17,24,26
80995,12,17,27,29,43,43,9,15,33
17129,10,26,44,5,9,20,8,19,29
73159,20,30,31,21,45,52,13,38,66
19199,4,7,23,13,20,20,15,20,21
39410,19,26,28,2,3,20,13,21,36
18695,3,7,22,27,42,44,5,12,22
15411,5,12,15,9,22,25,1,6,21
73091,3,21,33,6,18,19,8,23,31
39718,6,7,22,2,29,37,0,19,20
68188,20,35,53,14,22,39,16,45,45
83931,21,28,49,25,37,51,21,25,29
81765,18,24,24,17,25,32,8,23,32
87691,7,13,30,14,25,27,6,11,13
26229,4,7,17,12,27,29,25,25,45
59810,6,6,25,7,16,21,16,16,20
67758,26,29,33,6,12,20,3,27,35
33068,8,10,19,28,29,39,7,22,31
12885,11,20,29,1,16,25,4,33,63
62960,21,24,45,14,15,35,10,16,25
81854,26,40,57,25,33,41,6,13,22
93166,10,24,38,1,10,17,9,11,19
64620,9,17,17,3,4,7,0,0,14
03245,6,8,26,16,29,37,10,19,44
18622,6,34,44,7,29,47,7,16,29
77467,2,9,11,2,12,22,15,27,30
84577,1,19,29,15,20,46,10,14,35
94327,6,9,14,23,35,40,5,25,37
56330,12,13,17,15,15,17,5,12,41
56588,0,0,5,0,13,16,5,9,9
77520,7,20,29,8,9,21,15,29,49
45596,1,13,13,8,26,34,19,19,40
28126,12,17,18,10,13,17,1,3,17
36637,1,29,40,7,16,29,0,19,20
49256,4,18,20,9,13,24,3,32,42
54897,0,8,16,2,9,15,13,39,41
51933,29,38,38,10,11,23,2,6,10
73024,11,37,41,14,16,21,18,26,39
50673,20,39,40,5,8,12,17,33,34
47719,19,33,36,2,11,24,10,15,24
50369,1,9,17,6,10,25,2,6,7
29283,9,34,51,3,12,28,22,31,44
94903,6,21,31,5,21,30,6,16,17
32131,2,29,29,9,10,27,15,25,41
61616,26,32,36,9,11,12,26,35,57
14662,13,17,17,16,18,30,10,29,57
03404,9,39,42,11,15,27,2,9,30
33263,10,14,16,7,14,17,8,14,19
84340,11,19,36,10,24,35,9,20,32
62171,10,27,41,2,4,7,6,17,21
27421,4,20,29,1,21,29,5,22,27
25823,15,29,37,14,30,36,3,32,32
76880,1,25,33,13,13,32,0,7,25
07834,1,13,25,4,4,6,23,26,44
00824,12,17,27,7,9,13,8,19,35
28862,14,24,25,5,21,37,0,2,4
55285,19,20,20,4,33,48,6,10,24
28812,22,41,47,19,46,57,8,18,19
57875,16,26,53,1,18,25,10,28,39
34648,23,49,73,3,7,17,12,23,30
66898,30,37,45,11,31,54,4,7,17
89530,14,14,41,6,25,28,18,41,51
45567,1,21,30,7,11,18,4,18,31
39582,19,21,35,1,7,34,15,28,54
09349,10,40,40,1,30,44,1,2,6
78468,3,10,32,1,10,38,0,8,10
65776,26,26,29,12,15,33,29,47,64
74768,4,21,48,3,9,30,26,48,53
36411,5,6,26,18,19,46,4,23,27
08080,2,12,38,7,12,17,2,5,6
29438,1,4,13,7,15,21,1,7,11
