uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
81158,0,10,29,1,17,17,17,26,52
60292,11,21,37,27,36,42,6,15,25
71097,9,9,10,9,13,15,9,28,38
52561,18,40,50,29,42,44,9,28,38
24789,0,19,22,13,24,36,7,8,16
87010,16,26,48,10,18,19,1,18,28
34777,3,25,43,22,32,52,8,15,45
45588,19,20,45,1,2,5,19,37,42
36110,28,52,68,19,29,37,14,21,21
17663,13,14,30,18,21,26,9,19,44
26765,11,16,27,21,34,56,11,29,46
57567,7,12,12,8,8,8,8,18,25
16567,11,14,17,29,43,51,1,24,31
96182,29,36,51,6,24,25,1,29,35
53732,6,22,22,30,42,42,2,10,24
91507,10,17,27,12,19,20,10,19,21
63955,0,1,3,23,34,34,6,16,20
97232,8,14,16,10,32,32,5,5,11
22158,0,7,8,6,7,8,11,11,28
82953,13,13,23,1,7,35,0,8,29
68144,9,17,23,30,36,54,20,47,54
71348,11,22,25,8,14,32,5,23,40
97274,1,27,38,17,19,19,2,11,29
97202,28,30,31,9,9,28,5,22,28
02289,18,28,30,7,27,37,7,26,36
00550,0,15,16,13,32,33,9,18,19
64648,0,27,45,9,36,61,5,23,24
92591,9,19,29,3,8,17,8,36,52
36088,9,21,47,0,0,18,25,31,32
02094,8,26,28,17,17,41,8,29,32
10679,8,27,38,6,12,14,12,14,18
31170,6,11,37,2,4,4,20,44,49
26722,19,32,33,0,15,31,16,28,38
58542,13,33,37,10,23,31,12,30,37
73383,0,1,21,12,13,24,14,26,49
57570,14,21,24,9,19,39,7,8,12
19166,9,25,28,7,9,19,4,11,13
67114,16,18,38,10,17,31,3,17,29
98855,8,15,45,0,21,25,11,31,41
32949,8,24,24,8,17,25,8,32,61
83705,10,26,44,7,9,10,0,20,21
27937,7,7,20,3,33,39,10,17,21
04855,17,44,51,10,27,29,9,36,46
20747,3,15,23,3,5,21,7,8,11
95432,9,12,28,8,9,21,10,24,40
09378,1,28,53,11,13,14,3,33,38
33095,1,18,30,11,12,24,8,24,24
36630,9,29,33,5,16,29,19,38,58
84131,5,10,40,2,27,33,13,27,46
68891,20,24,24,18,25,28,7,13,22
80774,1,15,17,10,17,19,30,31,51
26150,28,44,63,13,21,28,8,28,32
28648,1,14,16,4,9,37,0,22,22
60325,9,10,24,15,22,37,4,5,15
78492,8,23,33,10,18,33,6,23,33
89755,1,24,31,20,22,35,17,21,24
10031,3,8,17,5,24,26,3,24,40
69978,6,14,29,9,14,35,2,7,16
87107,3,6,18,19,31,51,4,11,19
57295,2,5,11,3,5,10,4,16,19
57775,5,13,34,3,7,12,8,34,36
50452,1,7,32,6,7,16,0,6,14
65334,12,17,19,10,32,41,28,54,58
91877,24,32,47,23,24,24,14,15,35
79033,10,18,41,12,22,42,0,0,2
86966,0,2,19,7,12,16,11,18,21
50841,6,25,48,0,0,8,7,25,33
58981,14,24,54,13,36,37,5,34,64
81788,11,16,27,1,9,28,5,10,18
80283,10,17,37,5,24,29,4,19,29
62394,1,5,11,13,25,35,4,11,20
38972,4,24,32,14,15,29,10,26,29
56946,22,23,23,28,34,47,7,21,23
10725,19,27,47,5,7,15,20,43,50
73461,1,16,20,3,32,32,14,17,36
65536,4,10,29,7,18,24,3,8,17
34766,10,26,34,1,25,31,1,26,42
73203,16,43,49,15,25,35,6,25,40
63219,0,10,20,2,7,9,7,12,26
11947,1,5,11,14,23,31,20,20,27
08021,5,9,10,20,37,47,8,15,23
53576,19,30,32,14,17,19,13,16,19
99022,15,23,26,2,12,20,14,20,21
24180,1,7,26,1,31,36,13,15,21
44410,7,17,22,5,31,40,5,7,8
85735,8,18,21,17,37,41,14,19,20
98297,18,18,19,9,12,14,18,33,34
38045,2,19,26,7,12,22,2,5,10
01184,10,38,58,16,26,26,3,10,10
64003,5,7,15,3,17,17,2,28,30
67373,6,16,26,9,16,26,2,12,15
04238,10,16,18,6,13,22,0,1,14
76093,10,17,21,0,9,33,0,2,11
02288,21,24,24,4,13,17,7,16,17
34992,0,5,15,15,15,41,30,35,60
69466,26,44,50,4,10,15,1,20,47
49926,16,21,27,4,34,34,25,28,35
19839,4,5,7,14,22,32,22,26,33
73672,15,22,26,14,17,47,14,24,24
22135,8,10,25,10,40,60,19,25,39
93980,2,11,12,1,17,23,5,13,21
86694,5,5,6,15,15,42,9,9,24
25539,14,23,40,26,48,59,1,3,6
12131,10,16,18,2,4,9,17,28,29
33309,16,25,32,2,24,34,10,22,44
84878,1,8,12,9,26,29,20,23,38
91928,5,35,40,0,8,23,12,21,22
06067,1,11,27,2,3,7,9,9,14
36382,8,26,36,2,5,8,9,13,18
70394,7,13,19,13,20,38,8,14,19
69593,6,11,28,1,17,41,19,25,33
29880,2,3,21,4,28,33,18,24,37
26534,4,7,13,22,22,27,13,33,43
69134,0,8,11,10,25,26,1,6,6
95716,4,18,38,5,5,29,14,34,41
30590,22,33,56,7,9,13,0,16,26
30070,19,34,51,6,25,30,5,10,25
67948,19,27,35,3,10,29,2,11,21
47429,6,14,19,2,20,22,7,10,27
28568,3,17,45,1,20,30,2,4,23
37985,3,12,38,3,19,38,8,17,20
98323,19,30,57,1,25,45,7,31,31
42068,6,15,26,2,8,14,10,12,17
35958,14,22,40,20,26,28,5,17,23
85205,20,23,30,5,25,27,15,18,28
85670,7,13,17,19,21,28,10,13,34
33585,13,31,49,7,15,40,5,9,17
46879,14,18,25,6,26,30,9,16,46
90558,16,16,16,3,5,13,8,11,19
36276,20,34,54,4,17,18,0,20,20
98539,2,21,35,22,31,47,20,26,39
58924,2,6,13,4,9,12,5,8,12
28062,15,15,15,18,34,49,8,11,21
58695,2,11,15,24,35,65,4,21,50
51967,23,25,34,2,12,16,3,10,17
62883,8,12,32,30,42,55,18,35,42
86337,5,14,30,9,16,22,23,51,61
41730,7,11,36,7,13,28,7,24,38
36547,6,6,9,2,21,24,5,8,38
11985,6,26,27,7,14,16,14,34,40
21562,7,12,18,1,12,18,8,23,34
27144,8,8,25,15,30,38,5,6,11
72007,7,9,11,11,15,35,19,33,43
57978,1,1,4,3,11,19,4,4,14
30017,1,5,16,7,16,21,18,31,47
10823,9,13,42,19,19,23,5,15,33
11334,2,8,15,5,12,20,15,20,21
66751,9,9,10,20,25,28,17,21,49
86994,3,3,5,1,17,20,10,29,30
85780,3,15,23,13,23,43,3,23,35
06185,5,7,10,18,22,22,26,48,54
08237,6,7,7,2,9,15,15,29,55
40094,12,20,36,2,15,23,2,14,29
10407,6,14,22,7,35,56,2,21,28
64706,8,11,31,1,14,26,14,23,42
46962,21,25,44,8,12,18,3,23,23
11199,15,26,33,10,20,33,8,17,37
64489,18,21,31,10,17,21,6,14,19
51902,13,17,24,9,12,20,0,5,26
27402,21,39,48,3,11,13,4,5,27
14511,11,29,45,0,9,28,8,13,13
17724,18,31,37,0,0,21,0,10,19
93101,13,15,23,4,9,18,1,8,14
09924,11,11,12,20,36,66,7,16,17
95115,6,18,28,4,14,33,6,15,19
70878,13,24,40,9,11,18,15,15,34
10710,9,12,17,17,43,60,2,11,27
33453,10,13,25,5,21,42,26,34,41
45231,4,6,9,13,21,38,7,21,25
93539,16,18,36,1,9,17,1,11,16
88369,30,37,47,5,21,25,6,23,23
20297,9,19,33,9,19,49,21,22,32
65541,6,12,24,29,29,54,9,11,29
77470,0,20,35,1,9,9,15,38,54
95955,12,19,33,9,11,16,7,10,26
73572,5,8,29,4,8,13,0,8,9
93961,5,6,8,12,22,31,0,9,17
43804,10,14,15,3,8,12,11,28,29
81695,17,18,27,7,13,28,19,20,43
82588,21,23,48,0,8,12,0,10,15
84903,3,10,16,20,32,55,9,12,19
11918,3,9,18,2,21,41,23,51,69
57435,12,35,59,4,13,18,18,34,42
29043,1,16,16,8,34,41,10,16,28
70941,12,16,18,23,29,41,2,27,28
79275,6,25,43,2,12,21,13,43,47
01311,19,24,36,9,18,28,11,12,12
37853,15,18,27,22,25,39,21,22,24
45124,1,1,7,23,51,61,9,10,16
59846,0,4,6,2,30,31,7,20,35
01709,2,6,18,14,18,20,11,19,32
32032,6,15,31,20,50,61,6,10,25
44630,0,6,23,18,22,40,0,4,11
58871,11,20,30,0,8,15,16,25,41
30266,15,37,50,15,17,44,0,7,27
80925,26,36,45,7,8,17,0,7,9
82519,2,8,12,0,3,12,4,9,20
85460,17,34,36,12,22,26,0,5,15
42151,3,6,13,28,32,36,7,29,57
72074,15,35,40,0,9,16,0,5,33
09079,29,58,61,3,8,18,25,33,57
74925,17,21,30,16,22,24,18,48,58
49024,10,12,20,5,22,23,5,10,12
67385,6,32,48,21,48,52,2,16,22
46558,9,14,22,0,29,52,15,43,49
33943,3,12,32,3,3,15,6,17,36
32950,9,20,31,13,32,33,7,7,9
44803,8,13,14,12,19,33,15,20,20
18191,3,8,13,2,12,18,11,23,25
11648,17,26,26,24,32,41,6,14,26
11476,4,6,6,7,14,20,15,25,40
76261,2,26,49,11,30,50,3,17,18
11456,8,8,12,5,21,37,27,28,45
28553,6,7,7,3,19,29,3,18,26
02673,11,18,25,6,6,9,21,36,55
83937,7,13,21,23,24,34,4,7,7
17233,28,40,40,5,22,36,3,14,20
23599,13,20,26,22,31,39,2,8,11
85767,6,17,21,7,19,36,7,20,40
06207,29,45,59,1,5,13,6,19,20
52097,0,13,16,9,24,29,10,23,28
32446,7,10,18,1,2,18,5,19,19
88124,5,11,20,11,35,38,22,51,66
99880,25,27,33,5,10,23,0,12,38
07907,29,38,43,3,18,33,3,14,26
42784,18,45,61,1,29,31,26,33,33
29739,23,37,43,5,27,47,4,10,27
04844,14,27,41,5,13,16,10,32,50
59905,12,21,21,14,40,48,3,23,30
73209,17,18,21,0,30,40,1,9,10
93392,5,19,27,1,14,27,6,10,15
32974,24,46,56,2,5,7,9,17,18
44479,28,43,64,8,35,38,8,31,40
70171,17,33,39,4,10,11,27,34,64
01972,7,15,42,19,27,39,23,23,24
29415,18,30,37,22,27,33,8,14,22
18717,10,14,33,4,16,17,0,3,5
84348,2,3,10,11,20,21,14,42,52
03302,7,14,16,11,15,31,18,20,43
23466,1,11,14,27,34,57,3,23,31
31829,4,18,23,3,20,30,19,31,40
35751,9,24,38,20,22,28,15,18,21
55801,5,15,29,12,29,45,16,24,34
53643,4,11,12,0,15,18,8,10,17
16777,13,16,46,6,13,16,6,12,21
76547,6,19,32,8,25,30,0,11,21
02518,5,8,10,10,23,45,4,27,35
57406,20,21,35,7,8,16,17,35,43
51057,9,21,30,25,44,54,11,15,28
67566,24,30,44,19,39,46,5,8,28
15403,15,39,51,2,9,18,5,10,18
12348,15,23,40,14,42,47,8,20,40
88596,19,21,24,8,10,10,9,27,44
53905,9,28,39,8,35,54,9,16,23
61513,7,14,24,23,23,25,3,11,29
89958,5,32,41,5,21,33,9,30,40
14569,3,22,31,16,33,37,16,34,40
83841,3,11,15,9,15,15,9,14,20
89429,16,27,31,1,6,12,11,17,21
71133,26,27,39,4,20,30,4,18,30
53678,13,18,25,4,11,20,16,41,48
99910,7,18,19,3,8,14,5,11,36
60582,6,14,42,3,23,30,23,30,32
93760,8,19,47,3,18,31,1,12,20
47538,20,21,31,3,10,24,2,11,17
86211,8,13,13,14,14,23,21,36,38
88976,27,27,43,8,12,13,2,8,15
87275,6,9,19,2,29,57,2,5,5
58162,13,41,67,8,31,44,29,39,55
05286,24,29,39,6,23,26,20,23,33
80722,4,10,12,24,28,38,2,14,32
78854,4,13,22,3,14,44,1,12,15
21008,6,14,15,18,36,42,1,8,20
44206,1,19,30,20,29,43,4,20,23
63524,14,23,44,9,13,13,5,12,13
83032,8,23,36,5,14,14,9,11,16
15538,3,13,33,9,21,28,7,17,27
99102,4,14,24,20,22,34,5,32,59
67876,3,5,21,5,13,14,7,19,20
23876,9,30,37,16,22,27,2,28,35
74849,7,20,39,21,22,36,6,9,29
59513,16,27,32,4,12,17,6,10,11
26201,17,19,37,7,29,56,12,21,22
49356,9,17,17,29,38,48,25,29,29
48349,5,11,13,2,19,20,7,9,17
55473,0,12,30,1,3,4,5,18,23
97201,10,28,38,19,25,30,9,21,45
46192,8,14,14,0,0,11,0,16,31
92686,16,46,66,8,19,21,10,29,36
22486,4,4,18,12,19,22,25,35,62
13659,5,12,15,7,19,34,3,13,29
06362,5,32,39,8,22,32,8,28,35
43361,15,21,42,9,17,21,1,25,37
36198,1,11,11,8,10,33,0,5,12
60254,1,16,25,5,5,10,4,4,13
03104,18,42,46,5,8,17,18,19,23
83035,7,9,17,1,1,4,8,34,41
05962,5,5,14,23,29,37,20,20,27
08403,4,9,18,0,2,31,20,28,32
78416,7,11,11,10,13,22,26,50,70
38096,19,23,46,3,16,20,2,11,15
86629,4,10,30,20,30,48,3,11,26
22887,6,11,40,5,15,17,9,14,19
54949,3,25,28,8,11,20,22,24,34
08460,8,9,14,7,33,33,8,33,55
49892,12,16,21,10,25,26,1,16,19
46568,7,19,22,0,27,42,6,20,26
88145,9,19,21,8,17,25,6,14,23
00628,7,13,18,8,11,16,4,22,27
96863,11,15,23,3,8,11,24,26,36
30549,15,21,26,6,25,38,9,17,17
19736,4,5,21,0,4,6,3,12,14
62273,22,32,38,7,11,25,11,13,29
83762,19,20,28,14,29,31,18,28,55
19318,22,25,41,1,10,13,5,28,40
42034,9,17,42,0,4,5,9,9,17
11219,15,35,44,11,15,24,6,7,7
96043,10,16,26,7,16,28,6,6,18
04377,20,41,46,18,20,35,23,38,38
06842,25,29,32,12,25,44,23,25,39
82706,7,36,41,9,18,38,0,30,37
25812,3,23,23,7,15,20,1,19,30
56348,8,19,19,12,35,40,10,11,22
59920,4,33,34,8,25,28,5,11,20
41922,16,36,37,9,19,33,10,27,30
19357,14,14,16,9,10,22,6,29,32
79836,12,30,36,19,29,53,7,9,22
97710,8,20,29,8,18,21,9,11,29
43064,16,22,28,4,5,24,10,23,47
50093,7,12,25,3,3,7,9,16,29
07372,8,10,32,7,7,12,25,34,41
50244,15,42,58,4,19,33,24,25,34
31621,10,23,26,19,28,52,2,2,12
95580,4,15,17,3,18,19,16,17,40
03517,3,6,18,4,30,30,11,20,49
25972,29,36,65,9,27,54,1,1,10
58194,5,14,23,26,36,56,1,4,10
05000,6,21,51,12,39,55,3,5,35
99040,3,19,25,2,11,12,27,36,39
19766,18,18,23,24,32,38,9,18,24
96921,8,15,25,17,42,50,17,24,34
55532,17,26,36,10,15,23,22,27,35
14816,15,17,37,13,33,41,10,17,26
77183,11,11,17,6,20,32,2,3,4
71940,3,22,50,0,7,13,8,15,24
20481,14,23,39,11,14,20,6,20,24
91755,7,12,40,2,7,18,3,25,53
04548,4,29,32,9,36,40,11,38,60
99774,25,33,39,15,16,28,2,9,34
29425,1,1,19,0,10,26,4,21,49
82819,17,24,31,8,27,37,4,16,20
98236,13,33,33,15,30,31,11,22,45
81560,9,9,21,7,11,12,1,5,5
69360,19,26,27,10,19,21,8,9,30
28395,19,20,22,3,27,31,15,23,42
03226,4,9,13,2,10,14,19,34,41
28225,11,14,39,16,45,61,27,30,48
25007,16,18,24,2,6,15,8,38,38
53620,4,8,16,27,27,28,5,16,42
96087,9,13,17,5,25,37,1,19,21
20396,5,11,37,17,21,21,2,2,4
96355,7,10,17,6,13,27,22,43,73
09216,5,29,43,3,17,32,21,31,41
29458,6,13,14,26,38,38,20,21,22
31552,9,16,23,0,10,21,1,11,15
48142,13,17,40,18,32,42,25,27,46
80331,13,29,36,10,12,12,4,4,32
44059,6,16,27,9,32,36,10,17,45
53705,18,27,33,3,12,14,19,31,45
29157,0,20,27,7,16,22,16,24,37
42587,27,27,42,10,14,14,3,13,16
11504,27,38,43,8,15,17,0,18,27
73942,6,18,19,2,11,15,19,21,35
96869,2,2,9,17,22,33,17,41,46
21276,1,2,3,11,19,23,9,16,44
97217,3,7,12,18,20,21,0,2,5
74117,13,31,40,14,18,40,9,36,50
27899,10,20,22,2,6,8,10,16,38
59174,4,24,30,3,12,22,0,13,22
55017,5,13,20,8,13,18,8,13,19
66991,7,9,15,19,25,26,15,41,42
11126,10,40,46,0,27,29,4,14,27
04194,0,2,22,6,23,42,30,40,52
44677,1,24,30,2,16,17,22,32,45
13389,1,10,10,12,20,33,7,22,25
68116,8,23,36,8,8,37,19,25,38
94684,13,41,50,3,21,23,24,26,39
47290,16,39,47,8,21,48,23,28,50
72548,4,10,37,7,20,24,22,40,49
47100,3,16,42,20,25,55,6,21,38
96075,20,27,33,8,17,28,4,9,16
